Rownames,Compartment,group,FDR,Significant,n,Genes
168,U2AF complex,Nucleus,0,TRUE,2,"P26369,Q9D883"
169,U4 snRNP,Nucleus,0,TRUE,8,"P62315,P62305,Q9Z1N5,P62320,P62309,Q8CCF0,P62307,P62317"
170,U4/U6 snRNP,Nucleus,0,TRUE,3,"Q9JLI8,Q9D868,Q9DAW6"
171,U4/U6 x U5 tri-snRNP complex,Nucleus,0,TRUE,24,"Q9Z315,O08810,P62315,P62305,Q9D0T1,P83877,O35900,Q3TIX9,Q9QXA5,Q9CQQ8,Q9D868,P62320,P62309,Q91YR7,Q8CCF0,P62307,Q9DAW6,Q922U1,D3Z0M9,Q6ZWM4,P62313,P62317,Q99PV0,Q6P4T2"
172,U4atac snRNP,Nucleus,0,TRUE,2,"Q9D0T1,Q8CCF0"
173,U5 snRNP,Nucleus,0,TRUE,10,"P62315,P62305,P83877,P62320,P62309,Q91YR7,D3Z0M9,P62317,Q99PV0,Q6P4T2"
174,U6 snRNP,Nucleus,0,TRUE,6,"O35900,Q9QXA5,Q9Z1N5,Q9CQQ8,Q6ZWM4,P62313"
175,U6atac snRNP,Nucleus,0,TRUE,1,Q9JLI8
176,U7 snRNP,Nucleus,0,TRUE,4,"P62305,P62320,P62309,P62307"
177,UFD1-NPL4 complex,Cytoplasm,0,TRUE,2,"P70362,P60670"
178,VCB complex,Cytoplasm,0,TRUE,4,"P62878,P62869,P83940,Q9D4H8"
179,VCP-NPL4-UFD1 AAA ATPase complex,"Cytoplasm, Endoplasmic reticulum",0,TRUE,6,"P54731,P70362,Q3TDN2,P60670,Q922Y1,Q01853"
180,VCP-NSFL1C complex,Cytoplasm,0,TRUE,2,"Q01853,Q9CZ44"
181,WASH complex,Cytoplasm,0,TRUE,9,"Q5RKN9,P47757,Q6PGL7,Q9CR27,Q8VDD8,Q3UHD6,Q8C2E7,G3X922,Q3UMB9"
182,Weibel-Palade body,"Cytoplasm, Intracellular vesicle",0,TRUE,3,"Q9ERI2,Q8CIZ8,Q4PZA2"
183,XPC complex,Nucleus,0,TRUE,1,P54728
184,Z disc,Cytoplasm,0,TRUE,87,"Q9JI91,P05064,Q02357,G5E8K5,P48036,Q9R229,Q06138,Q01815,P47757,O09161,Q02248,P51637,P45591,P23927,P97315,P97314,P50462,P31001,P11531,Q91ZU6,O70433,Q9R059,P26883,G5E8J6,P14602,Q02257,P19001,P11679,Q02566,Q9DBR7,Q80XB4,Q9QXS1,P63328,P48453,Q61144,Q9WUB3,O70622,E9Q401,P56565,P17809,P04919,Q68FL0,G3X9J1,P70414,Q9WTK7,O70548,Q64727,Q9JKS4,E9PYJ9,Q9R000,Q9Z2Y3,Q9JLV1,P70271,Q9CQM9,O08539,O70209,O70400,D9J302,Q8CI51,D9J301,D9J303,E9Q8P5,Q9WUD1,Q9JJW5,Q9ET78,P57780,Q8K0L0,Q6ZWQ9,Q3TJD7,A2AMM0,Q8BWB1,Q5DTJ9,Q7TPW1,Q9D0F9,Q9ET54,Q9DC07,Q9CQ19,Q6P069,Q8C8R3,A1BN54,Q7TPR4,Q91Z83,Q8BTM8,Q8BZF8,Q6PD03,Q4U4S6,Q6Q477"
185,acetolactate synthase complex,Cytoplasm,0,TRUE,1,Q8BU33
186,acetylcholine-gated channel complex,Plasma membrane,0,TRUE,1,Q8K400
187,acrosomal matrix,"Cytoplasm, Vacuole, Intracellular vesicle",0,TRUE,1,O08749
188,acrosomal membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,7,"P18572,P49817,Q9WVC3,Q60634,P32037,Q80U87,E9Q512"
189,acrosomal vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,19,"P50428,P14211,P26231,P80317,O54833,P49935,P97792,P27773,P20060,P09055,Q61743,P05132,P63011,Q9Z266,P70170,P11983,Q60930,Q3V3R4,Q9D8T7"
190,actin cap,"Cytoplasm, Cytoskeleton",0,TRUE,3,"P61161,Q91YD9,P13020"
191,actin cytoskeleton,Cytoskeleton,0,TRUE,111,"P68134,P60710,P63260,Q9Z0F8,P05064,Q9WV32,P26231,Q61301,P18760,P45591,O89053,Q64010,P97427,P97315,A0A087WPL5,O70133,E9QNN1,Q91ZU6,O70318,Q9WV69,Q61553,Q9JJ28,Q9Z0E6,P10922,Q9Z204,Q02257,Q8VDD5,P51667,P46735,Q9WTI7,E9Q175,Q9DBR7,P42208,P21440,Q61233,Q91YR1,P35285,O55042,Q6A028,P58771,G5E8R1,G5E8R2,G5E8R0,E9Q455,E9Q453,P58774,A2AIM4,Q64727,P26040,O88342,Q62523,Q9WUM4,O35387,Q00993,P35385,Q9JKF1,P70271,O70209,Q80UG5,O70400,Q9QXS6,D9J302,Q8CI51,D9J301,D9J303,E9Q8P5,Q9R0P5,Q9R0Q6,P60487,Q9EPC1,Q4VC33,Q9JJW5,P21107,D3Z6I8,E9Q5J9,P57780,Q9ERG0,E9Q616,Q99JB2,Q3TJD7,Q9CPW4,P59999,Q8BWB1,Q8VHX6,Q7TPW1,Q9DAW9,Q9ET54,Q9D898,E9Q394,Q9DBG9,Q9CVB6,Q5SWU9,Q9D6Y7,Q9ES46,Q8BTM8,Q3UIZ8,Q8BXK9,Q3TWI9,Q8K4L3,Q8K4G5,P13020,P58871,Q91W39,Q6Q899,Q8BL65,Q7TSE6,P48193,Q9CQD1,Q6IRU2,Q6P9Q6,Q5SYD0"
192,actin filament,Cytoskeleton,0,TRUE,56,"P68134,P60710,P63260,O89053,Q60598,Q62418,Q05512,Q9WV69,P39688,Q9DAS9,P49710,P10107,P46735,Q61233,Q91YR1,P63001,Q05144,P05480,Q02858,P49813,P58771,G5E8R1,G5E8R2,G5E8R0,E9Q455,E9Q453,P58774,A2AIM4,Q64727,P26040,Q04736,Q9WUM3,Q9Z0P5,Q9QXS6,Q9R0Q7,P21107,D3Z6I8,E9Q5J9,Q9EP53,Q91W86,Q9CQI6,Q9ET54,Q91YD9,Q99JY9,E9Q394,Q99M87,Q3UHZ5,Q3V0K9,Q99K51,Q8R527,A1BN54,Q7TPR4,Q8BTM8,Q8R307,Q8BFZ3,Q6IRU2"
193,actin filament branch point,Cytoskeleton,0,TRUE,1,Q9CVB6
194,actin filament bundle,Cytoskeleton,0,TRUE,6,"P23927,P26645,Q61233,Q3V0K9,Q99K51,Q8BTM8"
195,activin responsive factor complex,Nucleus,0,TRUE,1,Q62432
196,actomyosin,Cytoskeleton,0,TRUE,7,"Q8VDD5,Q9WU78,Q6URW6,Q61879,Q7TT50,Q3UU96,Q9JMH9"
197,actomyosin contractile ring,"Cytoplasm, Cytoskeleton",0,TRUE,3,"Q8VDD5,P42208,Q4VC33"
198,adrenomedullin receptor complex,Plasma membrane,0,TRUE,1,Q9R1W5
199,alpha9-beta1 integrin-ADAM8 complex,Plasma membrane,0,TRUE,1,O54890
200,alphav-beta3 integrin-HMGB1 complex,Plasma membrane,0,TRUE,3,"P63158,P43406,O54890"
201,alphav-beta3 integrin-IGF-1-IGF1R complex,Plasma membrane,0,TRUE,2,"P43406,O54890"
202,alphav-beta3 integrin-PKCalpha complex,Plasma membrane,0,TRUE,3,"O54890,P20444,Q4VA93"
203,alveolar lamellar body,"Cytoplasm, Intracellular vesicle",0,TRUE,4,"P49935,P11438,P51150,Q91V41"
204,amino acid transport complex,Plasma membrane,0,TRUE,1,P10852
205,amphisome,"Cytoplasm, Vacuole",0,TRUE,1,Q64337
206,anaphase-promoting complex,Nucleus,0,TRUE,7,"P53995,Q91W96,Q8BGZ4,P62878,Q8BTZ4,Q8R349,Q8BZQ7"
207,anchored component of external side of plasma membrane,Plasma membrane,0,TRUE,6,"Q64444,P10810,Q05685,O35930,O35632,P01831"
208,anchored component of plasma membrane,Plasma membrane,0,TRUE,8,"Q64444,P18181,Q61147,Q9QZF2,P51655,O35632,P01831,Q9R087"
209,anchored component of synaptic membrane,Plasma membrane,0,TRUE,1,Q8BUV3
210,anchored component of synaptic vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,4,"P63011,O88935,Q9CZT8,Q9CQD1"
211,angiogenin-PRI complex,Extracellular region,0,TRUE,1,Q91VI7
212,apical plasma membrane,Plasma membrane,0,TRUE,92,"Q9Z0F8,P97429,F8WIT2,P14824,P17426,Q02013,Q9ERI2,Q8VDN2,P14094,P14231,P97370,P50516,P62814,P51863,P50518,Q64444,P49817,Q64314,P15379,P35762,P40240,P15116,P51791,P10605,Q61462,P98078,Q61475,P28843,O55111,P16406,P34152,P11276,P23242,P27773,P11499,O35632,O54890,P97414,P10107,O35379,P10852,P26041,P05622,P47857,P21440,P21447,Q9QXS1,Q61144,O08586,P26043,P55012,P53986,P17809,Q61165,P70452,Q64324,Q60770,Q02858,P01831,P39447,Q921I1,P63024,P26040,O35387,Q7TMS5,P31809,P70441,Q9JHF5,Q9R0M4,Q9JKY5,Q1ERP8,Q9Z1W9,Q9Z239,Q9JII6,Q9JIM1,Q9JHL1,Q80WJ7,G5E829,Q91V41,Q8R2Q8,Q91XE4,Q99P58,Q5EG47,Q8BRK8,Q6PAM0,Q99MK8,Q8CIW6,Q6XUX1,Q80SW1,E9Q236,E9PYI7,P83510"
213,apicolateral plasma membrane,Plasma membrane,0,TRUE,11,"Q02248,P30999,P15116,P97792,Q02257,P19001,P11679,Q9Z0P4,P15306,P39447,Q8R0W0"
214,apoptosome,Cytoplasm,0,TRUE,1,Q8C3Q9
215,astral microtubule,"Cytoplasm, Cytoskeleton",0,TRUE,1,P63005
216,autolysosome,"Cytoplasm, Lysosome, Vacuole",0,TRUE,9,"P09528,Q9CPX4,Q60766,P11438,P17047,Q64337,Q91VR7,Q9CQV6,Q6PF93"
217,autophagosome,"Cytoplasm, Vacuole",0,TRUE,23,"Q99J83,P63017,Q60766,Q8VDC1,Q64337,O70172,P35283,P35290,O89116,O88597,Q91VR7,Q9CQV6,Q9ERB0,Q9D0I4,Q8VDD8,Q80XQ2,Q80W47,Q8C0J2,Q9D2N9,P60521,Q80XI4,Q91XU3,Q68FE2"
218,autophagosome membrane,"Cytoplasm, Vacuole",0,TRUE,12,"P11438,Q9DBG6,Q8R3E3,Q9JK48,Q91VR7,Q9CQV6,Q9D0I4,Q80VP0,Q99KU0,Q8C0J2,P60521,Q5ND34"
219,axolemma,Plasma membrane,0,TRUE,8,"Q02357,Q9WV92,Q61743,P10637,Q62261,P01831,Q9ESN9,Q5SYD0"
220,axon cytoplasm,Cytoplasm,0,TRUE,4,"P34022,P46061,P63168,Q8BJ05"
221,axonemal microtubule,"Cytoplasm, Cytoskeleton",0,TRUE,1,A2A5R2
222,axoneme,"Cytoplasm, Cytoskeleton",0,TRUE,19,"Q99J83,P49935,P27546,P10637,P42208,P05132,Q9DBC7,Q8K1M3,Q9D6F9,Q80UG5,Q9WUL7,Q9CQV6,Q9D906,Q8VD65,Q8C0J2,Q8K1X1,Q8C6E0,O55131,E9Q1G8"
223,azurophil granule,"Cytoplasm, Lysosome, Vacuole, Intracellular vesicle",0,TRUE,5,"P97384,P29416,P20060,O09044,Q64324"
224,azurophil granule membrane,"Cytoplasm, Lysosome, Vacuole, Intracellular vesicle",0,TRUE,2,"P70280,O70404"
225,basal cortex,Cytoplasm,0,TRUE,6,"Q05512,Q8BRT1,A0A087WQ31,Q80TV8,A0A087WS18,Q6PDH0"
226,basal plasma membrane,Plasma membrane,0,TRUE,22,"P09470,G5E8K5,Q02013,P49817,Q64314,P35762,Q811D0,Q01279,Q61739,O35379,P10852,Q9WTI7,Q9QXS1,P55012,P53986,Q9ESU7,Q02858,Q921I1,P31809,Q60714,Q8C142,B8JK39"
227,basolateral plasma membrane,Plasma membrane,0,TRUE,76,"Q61072,G5E8K5,P17426,Q02013,Q8VDN2,P14094,P97370,P30993,P07356,P00920,O70589,Q61301,Q02248,P49817,P56528,P55772,P15379,P35762,P15116,Q64735,P97792,Q62165,Q61672,Q811D0,Q01279,P34152,O08917,Q60634,P11499,Q61739,P97414,Q80Y17,Q91ZX7,O35379,P10852,P26041,Q9QZS3,Q9Z0P4,P55012,P53986,P17809,P04919,Q68FL0,G3X9J1,P70414,Q61165,P70452,Q60770,Q02858,P39447,Q62351,O70404,O88952,P26040,Q9D6K5,P31809,Q8K440,Q1ERP8,Q9Z1W9,O88343,Q80TH2,Q9JIM1,Q99JY8,G5E829,E9Q557,Q8C8R3,Q8BWG8,Q99MK8,Q8CIW6,Q6XUX1,Q8BTG7,D3YVF0,E9Q236,P48193,Q5SYD0,Q6Q477"
228,beta-catenin destruction complex,Cytoplasm,0,TRUE,3,"Q9CXW3,Q02248,Q9WV60"
229,beta-catenin-TCF complex,Nucleus,0,TRUE,2,"Q02248,Q08122"
230,beta-catenin-TCF7L2 complex,Nucleus,0,TRUE,1,Q02248
231,blood microparticle,Extracellular region,0,TRUE,4,"E9PV24,Q61646,Q8VCM7,Q8K0E8"
232,box H/ACA snoRNP complex,Nucleus,0,TRUE,3,"Q9CQS2,Q9CY66,Q9ESX5"
233,box H/ACA telomerase RNP complex,Nucleus,0,TRUE,3,"Q9CQS2,Q9CY66,Q9ESX5"
234,brush border membrane,Plasma membrane,0,TRUE,15,"P09470,Q02013,Q64444,Q08857,P16406,P27601,P11499,P97449,P21447,Q7TMS5,P31809,Q91VE0,P70441,Q9ERG0,Q8CIW6"
235,cardiac Troponin complex,"Cytoplasm, Cytoskeleton",0,TRUE,3,"P19123,P48787,P50752"
236,cardiac myofibril,Cytoplasm,0,TRUE,8,"P23927,P31001,P14602,Q3UIK0,P51667,P48787,P50752,Q3UHZ5"
237,catalytic step 2 spliceosome,Nucleus,0,TRUE,57,"Q8CFQ3,Q9Z204,P49312,P61979,B2M1R6,P29341,O35691,Q61136,Q64012,Q9WV02,Q9Z315,O08810,P62315,P62305,O08583,O35900,Q99KP6,Q8VEK3,Q922V4,O88569,Q9QZH3,A0A0R4J259,Q7TMK9,G3UZ48,Q69ZQ2,O35737,Q9CWZ3,P59708,Q9CQQ8,Q9CSN1,Q6PE01,P63154,P62320,Q8K4Z5,P62309,Q9D0W5,Q91YR7,P57784,P62307,Q6A068,Q9CZU3,Q91VN6,Q8VHM5,D3Z0M9,Q9D554,Q8BTI8,Q9D0E1,Q9Z2X1,Q921M3,P62317,Q9D883,Q6PDM2,Q99PV0,Q91VC3,Q8BG05,Q3UJB0,Q6P4T2"
238,catenin complex,Plasma membrane,0,TRUE,8,"P26231,Q61301,Q02248,P30999,Q9WTR5,P15116,P55284,Q02257"
239,caveola,Plasma membrane,0,TRUE,38,"Q02013,Q8VDN2,P14094,P97370,P49817,Q9WVC3,P51637,Q08857,Q9WTR5,P10605,O08917,Q60634,P21279,Q9Z2V5,P17710,P15208,P54310,P70313,O35074,O54724,Q63918,P17809,O70572,P05480,Q9ES83,Q9WVE8,P63085,Q63844,Q60714,Q9Z239,A2AMM0,Q91VC4,Q6PIE5,Q91VJ2,Q99MK8,Q69ZN7,E9Q9K8,Q8BH64"
240,caveolar macromolecular signaling complex,Plasma membrane,0,TRUE,3,"Q01815,P49817,Q9WVC3"
241,cell body membrane,Plasma membrane,0,TRUE,1,P14231
242,cell cortex,Cytoplasm,0,TRUE,56,"Q60823,P62331,Q9QUI0,P62746,Q62159,P07356,Q02248,P49817,Q9JLQ0,Q60598,Q62418,O08788,Q9JHU4,Q08509,E9PV24,P29268,P61979,B2M1R6,Q8C863,P26645,Q8VDD5,P09405,P46935,P42208,P63005,P62962,Q9Z2Q6,Q61144,P63001,Q05144,O55042,P31938,Q63932,Q9QYB5,O89050,Q9JKY5,P84096,Q9EP53,P61161,Q9Z0G0,Q9DCT8,F8VQ05,E9Q394,Q8BRT1,A0A087WQ31,Q80TV8,A0A087WS18,Q8K221,Q61879,Q8VCM7,E9Q7G0,Q8K0E8,Q8BTM8,O55131,E9Q1G8,E9Q8I9"
243,cell cortex region,Cytoplasm,0,TRUE,8,"O08788,P17182,O70318,B2RSH2,P61164,Q9WUU7,E9Q7G0,P48193"
244,cell projection membrane,Plasma membrane,0,TRUE,12,"P14231,Q02248,O55026,Q9QWY8,Q811D0,Q61166,Q9WV69,Q61553,Q9ES83,Q6PHN9,Q80W68,Q8BTG7"
245,centriolar satellite,Cytoskeleton,0,TRUE,28,"Q9JLQ0,Q9JJ28,O08917,Q00612,Q61768,P70290,Q02111,P54726,P21958,Q02858,Q9ESD7,Q9R0M4,Q8R361,P97819,O35250,Q3UFK8,Q9CQF3,E9PUD1,Q58A65,A0A0R4J196,Q80Y98,Q91V09,Q9D2G2,Q9CQ86,Q8VH51,Q91YT8,Q91Y97,Q8BUK6"
246,centriole,Cytoskeleton,0,TRUE,10,"O54940,O08788,P28740,P62827,Q9EPK2,P61164,Q8VDQ8,Q9CWI3,P83887,Q6A065"
247,centrosomal corona,Cytoskeleton,0,TRUE,3,"A0A087WQ31,Q80TV8,A0A087WS18"
248,centrosome,Cytoskeleton,0,TRUE,145,"Q07417,P28352,P51863,P0DP26,P0DP27,P0DP28,Q9R1S8,Q02248,P80315,P80316,P42932,P60766,Q64261,P97427,P97821,O08788,Q62167,A0A087WPL5,O70133,E9QNN1,Q9JHU4,O88487,P39054,Q61166,P97480,B2RSH2,P08752,Q9DC51,Q9WTK3,O08528,Q9Z0T9,F8VQ75,P28740,Q61771,P26645,P49138,Q9Z2D6,P55258,P14152,Q9DBR7,Q62433,P15532,Q61937,P63005,P17918,P05132,P68181,Q9DBC7,Q8K1M3,P31324,Q61144,O55234,P34022,F8VPK5,P70336,P62082,Q9WTM5,Q62417,P46467,P53986,Q9Z0F7,Q9WTX5,P11983,Q9WUB4,Q9R1P4,Q9JLV5,Q9QZQ8,Q9QYB1,Q8VEK3,Q7TT45,Q8CHS8,Q9JHW2,Q9Z0Y1,Q9ES28,P61164,Q9D0J4,Q9WUL7,Q922J3,P63168,Q9WV60,Q9JJT9,Q9QZB9,Q8VDQ8,Q9CWI3,Q9CWL8,Q9CZ30,Q8C0P0,Q9CZA6,Q9ERB0,Q7TSG2,Q8CBY8,Q9CQE8,Q9D0M5,Q9CQF3,Q8VDD8,A2AN08,Q99KJ8,Q8R349,Q8BJ71,Q9CX00,P57746,Q921G8,Q80TQ2,Q9JJC6,A2AGT5,Q8CI08,A0A087WQ31,Q80TV8,A0A087WS18,Q921C5,Q3UHD3,Q8BIL5,Q99LM2,Q80YT7,Q9CQ79,D3YYU8,Q70FJ1,E9Q7G0,Q5SRY7,P83887,Q9DC28,Q6PDQ2,Q8BYA0,Q8BWW9,Q3TCJ1,Q99MI1,Q8VEJ9,Q91VF2,Q68EF0,Q68FF6,Q8K1R7,Q99JN2,Q80SY4,Q6PD03,Q8R5C5,Q5U3K5,Q6PDI5,Q4VBD2,Q6PDL0,Q8BW49,Q8R1Q8,Q8BUK6,Q5SVL6,Q6A065,E9Q8Q6"
249,chaperone-mediated autophagy translocation complex,"Cytoplasm, Lysosome, Vacuole",0,TRUE,1,P17047
250,chaperonin-containing T-complex,Cytoplasm,0,TRUE,9,"P80314,P80318,P80315,P80316,P80317,Q61390,P80313,P42932,P11983"
251,chromaffin granule membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,2,"Q07076,Q6P069"
252,chromatoid body,Cytoplasm,0,TRUE,4,"P54823,P63073,P26645,Q1HFZ0"
253,chylomicron,Extracellular region,0,TRUE,8,"Q00623,P09813,P06728,P33622,P08226,Q01339,P11152,E9Q414"
254,ciliary basal body,Cytoskeleton,0,TRUE,24,"P31750,O08788,Q61166,P34152,P55258,Q61144,P99026,Q9EPK2,P26040,Q9QUR7,Q9WUL7,E9Q9R9,Q80TQ2,Q9JJC6,Q99KL7,Q70FJ1,P83887,Q9DC28,Q6PB44,Q99MI1,Q8K1X1,Q8BPM0,Q4VBD2,Q5ND29"
255,ciliary membrane,Plasma membrane,0,TRUE,7,"O70589,P42567,P06745,P42208,P31809,Q4ACU6,Q6IRU5"
256,ciliary neurotrophic factor receptor complex,Plasma membrane,0,TRUE,1,Q00560
257,ciliary pocket membrane,Plasma membrane,0,TRUE,3,"Q9WVK4,Q9QXY6,Q9ERB0"
258,ciliary rootlet,Cytoskeleton,0,TRUE,4,"P12023,Q61768,Q61144,Q99KL7"
259,cis-Golgi network,"Cytoplasm, Golgi apparatus",0,TRUE,20,"O35623,P29268,P55302,P27046,Q7TSJ2,Q02819,P26450,Q9QYE6,Q9D1D4,Q9CXE7,Q8BRF7,Q9D289,Q9EQC5,Q921M4,Q70FJ1,Q6DFZ1,E9Q512,E9PVZ8,E9QAH1,Q8BUK6"
260,cis-Golgi network membrane,"Cytoplasm, Golgi apparatus",0,TRUE,5,"P01899,P01901,P01898,O55013,Q80XR2"
261,clathrin adaptor complex,Cytoplasm,0,TRUE,9,"O35643,P35585,P17426,P17427,P84091,Q9Z1T1,Q9JKC7,Q9JKC8,Q9DBG3"
262,clathrin coat,Cytoplasm,0,TRUE,5,"Q07113,Q68FD5,Q9DBG3,Q6IRU5,Q8K4K6"
263,clathrin coat of coated pit,"Cytoplasm, Plasma membrane",0,TRUE,6,"P98078,P42567,Q60902,Q68FD5,Q6IRU5,Q7M6Y3"
264,clathrin coat of endocytic vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,1,Q8CHU3
265,clathrin coat of trans-Golgi network vesicle,"Cytoplasm, Golgi apparatus, Intracellular vesicle",0,TRUE,3,"Q68FD5,Q6IRU5,Q5SV85"
266,clathrin complex,Cytoplasm,0,TRUE,3,"Q68FD5,Q9D2N9,Q3UHJ0"
267,clathrin vesicle coat,"Cytoplasm, Intracellular vesicle",0,TRUE,7,"Q80VP1,Q8CHU3,Q9D1J1,Q9CR95,Q91W69,Q6IRU5,Q5SUH6"
268,clathrin-coated endocytic vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,5,"P39054,E9Q175,Q68FD5,Q8K0B2,Q6PHN9"
269,clathrin-coated pit,Plasma membrane,0,TRUE,42,"P61967,P17426,P17427,P84091,P12023,P56485,Q60598,P98078,P39054,Q80VP1,P42567,Q60902,Q80TY0,P63038,Q9Z0R4,Q91ZX7,E9Q175,Q9QZS3,O54916,P14142,Q61548,Q6PHU5,Q921I1,Q62351,P98156,Q9JKY5,Q68FD5,Q9CR95,Q9DBG3,Q91W69,Q8K1M6,E9PUD2,Q6IRU5,Q6PHN9,Q3TIV9,Q9DB50,Q8BWG8,Q3UQN2,P62743,Q7M6Y3,Q3UHJ0,Q6NVF0"
270,clathrin-coated vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,31,"P22892,P35585,P17426,P98078,P42567,Q91ZX7,Q9QZS3,Q61194,Q62077,P14142,Q61548,Q6PHU5,P63044,P63024,O35387,Q61335,Q9JKY5,O89116,Q78ZM0,Q91VH2,Q68FD5,Q8K0B2,Q91W69,Q6P5E6,Q8K021,Q8VD75,Q3UQN2,Q8K382,P59016,Q7M6Y3,Q6NVF0"
271,clathrin-coated vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,3,"P98078,P63024,Q8K382"
272,clathrin-sculpted glutamate transport vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,5,"P60904,P63011,O88935,Q62277,P63044"
273,cleavage body,Nucleus,0,TRUE,1,Q91VR5
274,cleavage furrow,Plasma membrane,0,TRUE,19,"P62331,Q9QUI0,P62746,Q62159,P35330,Q8VDD5,P46662,Q9Z2Q6,P63321,P60487,P21107,D3Z6I8,E9Q5J9,Q9ERG0,Q8C0P0,Q9CQ26,Q61879,Q8BWW9,P70268"
275,coated vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,1,P63038
276,cofilin-actin rod,Cytoskeleton,0,TRUE,1,P18760
277,commitment complex,Nucleus,0,TRUE,4,"P62315,P26369,P62320,E9QJV4"
278,complement component C1 complex,Extracellular region,0,TRUE,1,P14106
279,condensed nuclear chromosome,Nucleus,0,TRUE,6,"Q9QYB5,Q8VEE4,Q6PB66,Q8VE37,P83887,Q8BJS4"
280,connexin complex,Plasma membrane,0,TRUE,1,P23242
281,contractile fiber,Cytoplasm,0,TRUE,14,"P23927,P21460,P31786,P31001,P23242,P14602,P05977,P51667,Q9DBR7,Q9QXS1,P19123,P48787,Q9DC77,Q7TNV0"
282,core-binding factor complex,Nucleus,0,TRUE,1,Q08024
283,cornified envelope,Plasma membrane,0,TRUE,6,"P02535,P04104,Q3TTY5,P10107,Q8BG67,E9Q557"
284,cortical actin cytoskeleton,"Cytoplasm, Cytoskeleton",0,TRUE,33,"Q9JI91,P40124,P15116,P18760,O89053,Q60598,Q62418,P11531,P10126,O08917,Q60634,P49710,Q61792,Q80Y17,P46662,P26043,P17809,P08032,Q62261,E9Q6R7,O88342,Q9JKF1,O35682,Q9QXS6,Q9R0P5,P57780,Q9JJK2,Q9CQI6,E9Q394,Q3UIJ9,A1BN54,Q7TPR4,P13020"
285,cortical cytoskeleton,"Cytoplasm, Cytoskeleton",0,TRUE,23,"P60710,Q02357,Q5RKN9,P47754,P47757,Q60598,P49222,Q9WV69,P70290,Q8VDD5,P04919,P08032,Q62261,P49813,P21107,D3Z6I8,E9Q5J9,P57780,A1BN54,Q7TPR4,Q8BTM8,P48193,Q6IRU2"
286,cortical endoplasmic reticulum,"Cytoplasm, Endoplasmic reticulum",0,TRUE,8,"O08579,P70302,Q8BSY0,Q9CR06,A2AL76,A2AL78,A2A8U2,B9EJ86"
287,cortical granule,"Cytoplasm, Intracellular vesicle",0,TRUE,2,"P20060,Q8VDD5"
288,cortical microtubule,"Cytoplasm, Cytoskeleton",0,TRUE,1,E9Q7G0
289,cortical microtubule cytoskeleton,"Cytoplasm, Cytoskeleton",0,TRUE,4,"Q61166,A0A087WQ31,Q80TV8,A0A087WS18"
290,cortical microtubule plus-end,"Cytoplasm, Cytoskeleton",0,TRUE,2,"Q8BRT1,Q80YT7"
291,costamere,Cytoplasm,0,TRUE,14,"P63260,Q62165,P11531,Q61584,O55222,P19001,P11679,Q64727,Q9Z2Y3,Q9DC77,E9Q616,Q8C8R3,Q8K4L3,Q8BZF8"
292,cuticular plate,"Cytoplasm, Cytoskeleton",0,TRUE,3,"P08032,Q62261,Q91VH2"
293,cyclin/CDK positive transcription elongation factor complex,Nucleus,0,TRUE,2,"Q9CSN1,Q99J95"
294,cytolytic granule,"Cytoplasm, Lysosome, Vacuole",0,TRUE,2,"P11438,Q64324"
295,cytolytic granule membrane,"Cytoplasm, Lysosome, Vacuole",0,TRUE,2,"P11438,Q9CQW2"
