Protein.Group,Markers,markers
Q69ZZ9;Q91ZU6;Q9QXZ0,unknown,unknown
Q69ZZ9;Q9QXZ0,unknown,unknown
Q6A028,unknown,unknown
Q6A065,unknown,unknown
Q6A068,NU_2,NU_2
Q6A0A9,unknown,unknown
Q6A0D4,unknown,unknown
Q6A4J8,unknown,unknown
Q6DFW4,unknown,unknown
Q6DFX2,unknown,unknown
Q6DFZ1,unknown,unknown
Q6DYE8,CM_1,CM_1
Q6GQT9,ER_2,ER_2
Q6GYP7,unknown,unknown
Q6IFX2,unknown,unknown
Q6IFX2;Q9QWL7,unknown,unknown
Q6IFZ6,unknown,unknown
Q6IME9,unknown,unknown
Q6IME9;Q9R0H5,unknown,unknown
Q6IRU2,unknown,unknown
Q6IRU5,unknown,unknown
Q6KAR6,unknown,unknown
Q6NSQ7,unknown,unknown
Q6NSR8,unknown,unknown
Q6NV72,unknown,unknown
Q6NV83,unknown,unknown
Q6NVE8,unknown,unknown
Q6NVE9,unknown,unknown
Q6NVF0,unknown,unknown
Q6NVF9,unknown,unknown
Q6NWW9,unknown,unknown
Q6NXH9,unknown,unknown
Q6NXL1,unknown,unknown
Q6NXN1,unknown,unknown
Q6NZB0,unknown,unknown
Q6NZC7,unknown,unknown
Q6NZJ6,unknown,unknown
Q6NZJ6;Q80XI3,unknown,unknown
Q6NZR5,unknown,unknown
Q6P069,unknown,unknown
Q6P1B1,unknown,unknown
Q6P1F6,unknown,unknown
Q6P1F6;Q925E7,unknown,unknown
Q6P1Y8,unknown,unknown
Q6P2B1,unknown,unknown
Q6P2K6,unknown,unknown
Q6P3A8,unknown,unknown
Q6P3B9,unknown,unknown
Q6P3E7,unknown,unknown
Q6P4S6,unknown,unknown
Q6P4T2,unknown,unknown
Q6P542,unknown,unknown
Q6P549,unknown,unknown
Q6P5E4,unknown,unknown
Q6P5E6,unknown,unknown
Q6P5F9,unknown,unknown
Q6P6I6,unknown,unknown
Q6P6M7,unknown,unknown
Q6P8I4,unknown,unknown
Q6P8I6,unknown,unknown
Q6P8J2,unknown,unknown
Q6P8J7,MITO_1,MITO_1
Q6P8M1,unknown,unknown
Q6P8X1,unknown,unknown
Q6P9J9,unknown,unknown
Q6P9N1,unknown,unknown
Q6P9Q4,unknown,unknown
Q6P9Q6,unknown,unknown
Q6P9R2,unknown,unknown
Q6P9R2;Q9Z1W9,unknown,unknown
Q6P9R4,unknown,unknown
Q6PA06,unknown,unknown
Q6PAL8,unknown,unknown
Q6PAM0,unknown,unknown
Q6PAM1,unknown,unknown
Q6PAR5,unknown,unknown
Q6PAV2,unknown,unknown
Q6PB44,unknown,unknown
Q6PB66,unknown,unknown
Q6PB93,unknown,unknown
Q6PCP5,MITO_1,MITO_1
Q6PD03,unknown,unknown
Q6PD19,unknown,unknown
Q6PD26,unknown,unknown
Q6PD28,unknown,unknown
Q6PD31,unknown,unknown
Q6PDG8,unknown,unknown
Q6PDH0,unknown,unknown
Q6PDI5,unknown,unknown
Q6PDI6,unknown,unknown
Q6PDL0,unknown,unknown
Q6PDL0;Q8R1Q8,unknown,unknown
Q6PDM2,unknown,unknown
Q6PDN3,unknown,unknown
Q6PDQ2,unknown,unknown
Q6PDY2,unknown,unknown
Q6PE01,unknown,unknown
Q6PE15,unknown,unknown
Q6PEB6,unknown,unknown
Q6PEE3,unknown,unknown
Q6PER3,unknown,unknown
Q6PER3;Q8R001,unknown,unknown
Q6PF93,unknown,unknown
Q6PFD9,unknown,unknown
Q6PFR5,unknown,unknown
Q6PGB6,unknown,unknown
Q6PGC1,unknown,unknown
Q6PGF7,unknown,unknown
Q6PGH2,unknown,unknown
Q6PGL7,GE_1,GE_1
Q6PHN9,unknown,unknown
Q6PHU5,unknown,unknown
Q6PHZ2,unknown,unknown
Q6PIC6,unknown,unknown
Q6PIC6;Q6PIE5,unknown,unknown
Q6PIC6;Q6PIE5;Q8VDN2,unknown,unknown
Q6PIE5,CM_1,CM_1
Q6PIE5;Q8VDN2,unknown,unknown
Q6PIX5,unknown,unknown
Q6PNC0,unknown,unknown
Q6Q477,CM_1,CM_1
Q6Q899,unknown,unknown
Q6QD59,unknown,unknown
Q6S9I3,unknown,unknown
Q6TCG2,unknown,unknown
Q6TEK5,unknown,unknown
Q6URW6,unknown,unknown
Q6VN19,unknown,unknown
Q6VVW5,unknown,unknown
Q6W8Q3,unknown,unknown
Q6WKZ8,unknown,unknown
Q6WVG3,unknown,unknown
Q6X893,unknown,unknown
Q6XLQ8,unknown,unknown
Q6XPS7,unknown,unknown
Q6XUX1,unknown,unknown
Q6Y685,unknown,unknown
Q6YI28,unknown,unknown
Q6ZPF4,unknown,unknown
Q6ZPF4;Q9JL26,unknown,unknown
Q6ZPJ3,unknown,unknown
Q6ZPU9,unknown,unknown
Q6ZPY7,unknown,unknown
Q6ZPZ3,unknown,unknown
Q6ZQ08,unknown,unknown
Q6ZQ38,unknown,unknown
Q6ZQ38;Q6ZQ73,unknown,unknown
Q6ZQ58,unknown,unknown
Q6ZQ73,unknown,unknown
Q6ZQB6,unknown,unknown
Q6ZQI3,ER_2,ER_2
Q6ZQK5,unknown,unknown
Q6ZQM8,unknown,unknown
Q6ZWM4,unknown,unknown
Q6ZWN5,RCX_2,RCX_2
Q6ZWQ7,ER_2,ER_2
Q6ZWQ9,unknown,unknown
Q6ZWR6,unknown,unknown
Q6ZWU9,unknown,unknown
Q6ZWU9;Q6ZWY3,unknown,unknown
Q6ZWV3,unknown,unknown
Q6ZWV7,RCX_1,RCX_1
Q6ZWX6,unknown,unknown
Q6ZWY3,unknown,unknown
Q6ZWY6,unknown,unknown
Q6ZWZ2,unknown,unknown
Q6ZWZ2;Q8CFI2,unknown,unknown
Q6ZWZ4,unknown,unknown
Q70FJ1,unknown,unknown
Q70KF4,unknown,unknown
Q711T7,unknown,unknown
Q71FD7,unknown,unknown
Q71LX4,unknown,unknown
Q71RI9,unknown,unknown
Q76LL6,unknown,unknown
Q76LS9,unknown,unknown
Q76MZ3,unknown,unknown
Q78IK2,unknown,unknown
Q78IK4,unknown,unknown
Q78J03,MITO_2,MITO_2
Q78JE5,unknown,unknown
Q78JW9,unknown,unknown
Q78PG9,unknown,unknown
Q78PY7,unknown,unknown
Q78XF5,unknown,unknown
Q78ZA7,unknown,unknown
Q791T5,MITO_1,MITO_1
Q791V5,MITO_1,MITO_1
Q792Z1,unknown,unknown
Q7M6Y3,unknown,unknown
Q7SIG6,unknown,unknown
Q7SIG6;Q9QWY8,unknown,unknown
Q7TMB8,unknown,unknown
Q7TMC8,unknown,unknown
Q7TMF3,MITO_1,MITO_1
Q7TMG8,unknown,unknown
Q7TMK9,unknown,unknown
Q7TMM9,unknown,unknown
Q7TMM9;Q922F4;Q9CWF2,unknown,unknown
Q7TMM9;Q9CWF2,unknown,unknown
Q7TMQ7,unknown,unknown
Q7TMR0,unknown,unknown
Q7TMS5,unknown,unknown
Q7TMW6,unknown,unknown
Q7TMY8,unknown,unknown
Q7TN29,unknown,unknown
Q7TNC4,unknown,unknown
Q7TNC9,unknown,unknown
Q7TNE3,unknown,unknown
Q7TNG5,unknown,unknown
Q7TNG8,unknown,unknown
Q7TNL5;Q91V89,unknown,unknown
Q7TNL9,unknown,unknown
Q7TNV0,unknown,unknown
Q7TPD2,unknown,unknown
Q7TPH6,unknown,unknown
Q7TPM1,unknown,unknown
Q7TPR4,CP_1,CP_1
Q7TPR4;Q9JI91,unknown,unknown
Q7TPV4,unknown,unknown
Q7TPW1,unknown,unknown
Q7TQ48,unknown,unknown
Q7TQ95,unknown,unknown
Q7TQD2,unknown,unknown
Q7TQH0,unknown,unknown
Q7TQI3,unknown,unknown
Q7TQI7,unknown,unknown
Q7TQK5,unknown,unknown
Q7TS68,unknown,unknown
Q7TSC1,unknown,unknown
Q7TSE6,unknown,unknown
Q7TSE6;Q91VJ4,unknown,unknown
Q7TSG2,unknown,unknown
Q7TSH2,unknown,unknown
Q7TSI3,unknown,unknown
Q7TSJ2,unknown,unknown
Q7TSQ8,MITO_2,MITO_2
Q7TSV4,CYTO_1,CYTO_1
Q7TT37,unknown,unknown
Q7TT45,unknown,unknown
Q7TT45;Q99K70,unknown,unknown
Q7TT50,unknown,unknown
Q80SU7,unknown,unknown
Q80SW1,unknown,unknown
Q80SY4,unknown,unknown
Q80SY5,unknown,unknown
Q80SY6,unknown,unknown
Q80TH2,unknown,unknown
Q80TL0,unknown,unknown
Q80TL7,unknown,unknown
Q80TM9,unknown,unknown
Q80TP3,unknown,unknown
Q80TQ2,unknown,unknown
Q80TQ5,unknown,unknown
Q80TR8,unknown,unknown
Q80TV8,unknown,unknown
Q80TV8;Q8BRT1,unknown,unknown
Q80TY0,unknown,unknown
Q80U63,unknown,unknown
Q80U63;Q811U4,unknown,unknown
Q80U78,unknown,unknown
Q80U87,unknown,unknown
Q80U95,unknown,unknown
Q80UG5,unknown,unknown
Q80UJ7,unknown,unknown
Q80UK0,unknown,unknown
Q80UM3,unknown,unknown
Q80UM7,unknown,unknown
Q80UP5,unknown,unknown
Q80UP8,unknown,unknown
Q80UU1,unknown,unknown
Q80UU9,unknown,unknown
Q80UY1,unknown,unknown
Q80UY2,unknown,unknown
Q80V26,unknown,unknown
Q80VD1,unknown,unknown
Q80VJ2,unknown,unknown
Q80VL1,unknown,unknown
Q80VP0,unknown,unknown
Q80VP1,unknown,unknown
Q80VP1;Q91W69,unknown,unknown
Q80VP5,unknown,unknown
Q80VQ0,unknown,unknown
Q80VQ1,unknown,unknown
Q80W21,unknown,unknown
Q80W22,unknown,unknown
Q80W37,unknown,unknown
Q80W47,unknown,unknown
Q80W54,unknown,unknown
Q80W68,unknown,unknown
Q80WB5,unknown,unknown
Q80WG5,unknown,unknown
Q80WJ7,unknown,unknown
Q80WQ2,unknown,unknown
Q80X19,unknown,unknown
Q80X50,unknown,unknown
Q80X68,unknown,unknown
Q80X71,unknown,unknown
Q80X73,unknown,unknown
Q80X82,unknown,unknown
Q80X85,unknown,unknown
Q80X90,unknown,unknown
Q80X90;Q8BTM8;Q8VHX6,unknown,unknown
Q80X90;Q8VHX6,unknown,unknown
Q80X95,unknown,unknown
Q80XB4,CP_1,CP_1
Q80XE1,unknown,unknown
Q80XI3,unknown,unknown
Q80XI4,unknown,unknown
Q80XL6,unknown,unknown
Q80XN0,unknown,unknown
Q80XQ2,GE_1,GE_1
Q80XR2,GE_1,GE_1
Q80XU3,unknown,unknown
Q80Y14,unknown,unknown
Q80Y17,unknown,unknown
Q80Y81,unknown,unknown
Q80Y98,unknown,unknown
Q80YA7,unknown,unknown
Q80YC5,unknown,unknown
Q80YD1,unknown,unknown
Q80YQ8,unknown,unknown
Q80YT7,unknown,unknown
Q80YV4,unknown,unknown
Q80ZJ1,unknown,unknown
Q80ZJ6,unknown,unknown
Q80ZK0,unknown,unknown
Q80ZK9,unknown,unknown
Q80ZM8,unknown,unknown
Q80ZS3,MITO_3,MITO_3
Q80ZW2,unknown,unknown
Q80ZX0,unknown,unknown
Q810B6,unknown,unknown
Q811D0,unknown,unknown
Q811I0,unknown,unknown
Q811U4,MITO_1,MITO_1
Q8BFP9,unknown,unknown
Q8BFP9;Q922H2,unknown,unknown
Q8BFP9;Q9JK42,unknown,unknown
Q8BFQ4,unknown,unknown
Q8BFQ8,unknown,unknown
Q8BFR4,unknown,unknown
Q8BFR5,unknown,unknown
Q8BFR6,unknown,unknown
Q8BFS6,unknown,unknown
Q8BFU3,unknown,unknown
Q8BFW7,unknown,unknown
Q8BFY9,unknown,unknown
Q8BFY9;Q99LG2,unknown,unknown
Q8BFZ1,unknown,unknown
Q8BFZ3,unknown,unknown
Q8BFZ9,ER_2,ER_2
Q8BG05,NU_2,NU_2
Q8BG26,unknown,unknown
Q8BG32,unknown,unknown
Q8BG51,unknown,unknown
Q8BG51;Q8JZN7,unknown,unknown
Q8BG60,unknown,unknown
Q8BG67,unknown,unknown
Q8BG73,unknown,unknown
Q8BG81,unknown,unknown
Q8BG93,unknown,unknown
Q8BG94,unknown,unknown
Q8BG95,unknown,unknown
Q8BGA8,unknown,unknown
Q8BGA9,MITO_1,MITO_1
Q8BGB7,unknown,unknown
Q8BGB8,unknown,unknown
Q8BGC0,unknown,unknown
Q8BGC4,unknown,unknown
Q8BGD8,unknown,unknown
Q8BGD9,unknown,unknown
Q8BGE6,unknown,unknown
Q8BGF0,unknown,unknown
Q8BGF6,unknown,unknown
Q8BGF9,unknown,unknown
Q8BGH2,unknown,unknown
Q8BGI7,unknown,unknown
Q8BGK2,unknown,unknown
Q8BGN2,unknown,unknown
Q8BGN3,unknown,unknown
Q8BGP6,unknown,unknown
Q8BGQ1,unknown,unknown
Q8BGQ7,unknown,unknown
Q8BGR9,unknown,unknown
Q8BGS2,unknown,unknown
Q8BGT5,unknown,unknown
Q8BGT5;Q8QZR5,unknown,unknown
Q8BGT6,unknown,unknown
Q8BGU5,unknown,unknown
Q8BGV0,unknown,unknown
Q8BGV8,unknown,unknown
Q8BGW1,unknown,unknown
Q8BGX2,unknown,unknown
Q8BGY7,unknown,unknown
Q8BGZ4,unknown,unknown
Q8BH04,unknown,unknown
Q8BH18,unknown,unknown
Q8BH24,unknown,unknown
Q8BH31,unknown,unknown
Q8BH35,unknown,unknown
Q8BH43,unknown,unknown
Q8BH44,unknown,unknown
Q8BH51,unknown,unknown
Q8BH55,unknown,unknown
Q8BH57,unknown,unknown
Q8BH58,unknown,unknown
Q8BH59,unknown,unknown
Q8BH59;Q9QXX4,unknown,unknown
Q8BH61,unknown,unknown
Q8BH64,unknown,unknown
Q8BH64;Q9EQP2,unknown,unknown
Q8BH64;Q9WVK4,unknown,unknown
Q8BH69,unknown,unknown
Q8BH79,unknown,unknown
Q8BH86,unknown,unknown
Q8BH95,unknown,unknown
Q8BHA3,unknown,unknown
Q8BHC0,CM_1,CM_1
Q8BHC4,unknown,unknown
Q8BHE8,unknown,unknown
Q8BHF7,unknown,unknown
Q8BHG1,unknown,unknown
Q8BHG2,unknown,unknown
Q8BHJ5,unknown,unknown
Q8BHL3,unknown,unknown
Q8BHL8,unknown,unknown
Q8BHN3,ER_1,ER_1
Q8BHZ0,unknown,unknown
Q8BHZ0;Q921M7,unknown,unknown
Q8BI84,ER_2,ER_2
Q8BIG7,unknown,unknown
Q8BIJ6,unknown,unknown
Q8BIJ7,unknown,unknown
Q8BIK4,unknown,unknown
Q8BIL5,unknown,unknown
Q8BIP0,unknown,unknown
Q8BIW1,unknown,unknown
Q8BJ03,unknown,unknown
Q8BJ05,unknown,unknown
Q8BJ48,GE_1,GE_1
Q8BJ56,unknown,unknown
Q8BJ71,unknown,unknown
Q8BJE2,unknown,unknown
Q8BJF9,unknown,unknown
Q8BJS4,NU_1,NU_1
Q8BJU0,unknown,unknown
Q8BJU2,unknown,unknown
Q8BJW6,unknown,unknown
Q8BJY1,unknown,unknown
Q8BJZ4,unknown,unknown
Q8BK03,unknown,unknown
Q8BK08,unknown,unknown
Q8BK30,unknown,unknown
Q8BK63,unknown,unknown
Q8BK64,unknown,unknown
Q8BK72,unknown,unknown
Q8BK75,unknown,unknown
Q8BKC5,unknown,unknown
Q8BKC8,unknown,unknown
Q8BKE6,unknown,unknown
Q8BKG3,unknown,unknown
Q8BKR5,unknown,unknown
Q8BKY8,unknown,unknown
Q8BKZ9,unknown,unknown
Q8BL03,MITO_1,MITO_1
Q8BL65,unknown,unknown
Q8BL66,unknown,unknown
Q8BL97,NU_2,NU_2
Q8BLF1,unknown,unknown
Q8BLR9,unknown,unknown
Q8BLY1,unknown,unknown
Q8BLY2,unknown,unknown
Q8BLY2;Q9D0R2,unknown,unknown
Q8BMA6,unknown,unknown
Q8BMD8,unknown,unknown
Q8BME9,unknown,unknown
Q8BMF3,MITO_2,MITO_2
Q8BMF4,unknown,unknown
Q8BMG7,unknown,unknown
Q8BMG8,unknown,unknown
Q8BMI3,unknown,unknown
Q8BMJ2,unknown,unknown
Q8BMJ3,unknown,unknown
Q8BMK4,unknown,unknown
Q8BML9,unknown,unknown
Q8BMP6,unknown,unknown
Q8BMS1,unknown,unknown
Q8BMS4,unknown,unknown
Q8BMZ5,unknown,unknown
Q8BND5,unknown,unknown
Q8BNU0,unknown,unknown
Q8BP27,unknown,unknown
Q8BP40,unknown,unknown
Q8BP47,unknown,unknown
Q8BP48,unknown,unknown
Q8BP67,RCX_1,RCX_1
Q8BP71;Q9JJ43,unknown,unknown
Q8BPB0;Q921Y0,unknown,unknown
Q8BPB5,unknown,unknown
Q8BPE4,unknown,unknown
Q8BPI2,unknown,unknown
Q8BPM0,unknown,unknown
Q8BPU7,unknown,unknown
Q8BQ47,unknown,unknown
Q8BQM4,unknown,unknown
Q8BQM8,unknown,unknown
Q8BQU3,unknown,unknown
Q8BQZ4,unknown,unknown
Q8BR37,unknown,unknown
Q8BR90,unknown,unknown
Q8BRF7,unknown,unknown
Q8BRH0,unknown,unknown
Q8BRH4,unknown,unknown
Q8BRK8,unknown,unknown
Q8BRT1,unknown,unknown
Q8BSE0,unknown,unknown
Q8BSF4,unknown,unknown
Q8BSK8,unknown,unknown
Q8BSK8;Q9Z1M4,unknown,unknown
Q8BSL7,unknown,unknown
Q8BSM7,unknown,unknown
Q8BSY0,ER_2,ER_2
Q8BSZ2,unknown,unknown
Q8BT60,unknown,unknown
Q8BT60;Q8C166,unknown,unknown
Q8BTE0,unknown,unknown
Q8BTE5,unknown,unknown
Q8BTG7,unknown,unknown
Q8BTI8,NU_2,NU_2
Q8BTJ4,unknown,unknown
Q8BTM8,unknown,unknown
Q8BTM8;Q8VHX6,unknown,unknown
Q8BTR5,unknown,unknown
Q8BTS3,unknown,unknown
Q8BTS4,unknown,unknown
Q8BTW3,unknown,unknown
Q8BTX9,unknown,unknown
Q8BTY1,unknown,unknown
Q8BTY8,unknown,unknown
Q8BTZ4,unknown,unknown
Q8BTZ7,unknown,unknown
Q8BU14,unknown,unknown
Q8BU30,unknown,unknown
Q8BU31,unknown,unknown
Q8BU33,unknown,unknown
Q8BU85,unknown,unknown
Q8BU88,unknown,unknown
Q8BUE4,unknown,unknown
Q8BUK6,unknown,unknown
Q8BUL6,unknown,unknown
Q8BUR4,unknown,unknown
Q8BUV3,unknown,unknown
Q8BUY5,unknown,unknown
Q8BUY9,unknown,unknown
Q8BV13,unknown,unknown
Q8BVA5,unknown,unknown
Q8BVE3,unknown,unknown
Q8BVF2,unknown,unknown
Q8BVG4,unknown,unknown
Q8BVI4,unknown,unknown
Q8BVI5,unknown,unknown
Q8BVL3,unknown,unknown
Q8BVN4,unknown,unknown
Q8BVQ5,unknown,unknown
Q8BVU0,unknown,unknown
Q8BVU5,unknown,unknown
Q8BVW0,unknown,unknown
Q8BVZ1,unknown,unknown
Q8BW49,unknown,unknown
Q8BW70,unknown,unknown
Q8BW75,unknown,unknown
Q8BWA5,unknown,unknown
Q8BWB1,unknown,unknown
Q8BWF0,unknown,unknown
Q8BWG8,unknown,unknown
Q8BWJ3,unknown,unknown
Q8BWM0,unknown,unknown
Q8BWQ6,unknown,unknown
Q8BWR2,unknown,unknown
Q8BWT1,unknown,unknown
Q8BWU5,unknown,unknown
Q8BWW9,CP_1,CP_1
Q8BWY3,unknown,unknown
Q8BWY4,unknown,unknown
Q8BWZ3,unknown,unknown
Q8BX02,unknown,unknown
Q8BX10,unknown,unknown
Q8BX17,unknown,unknown
Q8BX70,unknown,unknown
Q8BX94,unknown,unknown
Q8BXA1,unknown,unknown
Q8BXC6,unknown,unknown
Q8BXK9,unknown,unknown
Q8BXL9,unknown,unknown
Q8BXN7,unknown,unknown
Q8BXN9,unknown,unknown
Q8BXQ2,unknown,unknown
Q8BXR9,unknown,unknown
Q8BXV2,unknown,unknown
Q8BXZ1,unknown,unknown
Q8BY87,unknown,unknown
Q8BY89,unknown,unknown
Q8BYA0,unknown,unknown
Q8BYC6,unknown,unknown
Q8BYJ6,unknown,unknown
Q8BYK6,unknown,unknown
Q8BYL4,unknown,unknown
Q8BYM8,MITO_2,MITO_2
Q8BYU6,unknown,unknown
Q8BYW1,unknown,unknown
Q8BYW9,unknown,unknown
Q8BYZ1,unknown,unknown
Q8BZ00,unknown,unknown
Q8BZ03,unknown,unknown
Q8BZ20,unknown,unknown
Q8BZ98,unknown,unknown
Q8BZA9,unknown,unknown
Q8BZB2,unknown,unknown
Q8BZF8,unknown,unknown
Q8BZJ7,unknown,unknown
Q8BZQ7,unknown,unknown
Q8BZW8,unknown,unknown
Q8C025,unknown,unknown
Q8C050,unknown,unknown
Q8C052,unknown,unknown
Q8C0C7,unknown,unknown
Q8C0D4,unknown,unknown
Q8C0D5,unknown,unknown
Q8C0E2,unknown,unknown
Q8C0E3,unknown,unknown
Q8C0I1,PERO_1,PERO_1
Q8C0J2,unknown,unknown
Q8C0K5,unknown,unknown
Q8C0L0,unknown,unknown
Q8C0L6,unknown,unknown
Q8C0L8,unknown,unknown
Q8C0L9,unknown,unknown
Q8C0M9,unknown,unknown
Q8C0N2,unknown,unknown
Q8C0Z1,unknown,unknown
Q8C129,unknown,unknown
Q8C142,unknown,unknown
Q8C163,unknown,unknown
Q8C165,unknown,unknown
Q8C166,unknown,unknown
Q8C167,unknown,unknown
Q8C1A5,unknown,unknown
Q8C1A9,unknown,unknown
Q8C1B7,unknown,unknown
Q8C1B7;Q8CHH9,unknown,unknown
Q8C1D8,unknown,unknown
Q8C1M2,unknown,unknown
Q8C1Q6,unknown,unknown
Q8C2E4,unknown,unknown
Q8C2E7,unknown,unknown
Q8C2Q3,unknown,unknown
Q8C3F2,unknown,unknown
Q8C3F7,unknown,unknown
Q8C3J5,unknown,unknown
Q8C3P7,unknown,unknown
Q8C3Q9,unknown,unknown
Q8C3W1,unknown,unknown
Q8C3X4,unknown,unknown
Q8C460,unknown,unknown
Q8C4B4,unknown,unknown
Q8C4Q6,unknown,unknown
Q8C522,unknown,unknown
Q8C547,unknown,unknown
Q8C5H8,MITO_2,MITO_2
Q8C5L3,unknown,unknown
Q8C5Q4,unknown,unknown
Q8C5W3,unknown,unknown
Q8C650,unknown,unknown
Q8C6E0,unknown,unknown
Q8C6G8,unknown,unknown
Q8C6I2,unknown,unknown
Q8C6K9,unknown,unknown
Q8C754,unknown,unknown
Q8C7D2,unknown,unknown
Q8C7E4,unknown,unknown
Q8C7H1,unknown,unknown
Q8C7J6,unknown,unknown
Q8C7R4,unknown,unknown
Q8C7X2,ER_2,ER_2
Q8C845,unknown,unknown
Q8C854,unknown,unknown
Q8C863,unknown,unknown
Q8C878,unknown,unknown
Q8C8R3,CP_1,CP_1
Q8C8R3;Q8JZQ2,unknown,unknown
Q8C8U0,unknown,unknown
Q8C9H6,unknown,unknown
Q8CAA7,unknown,unknown
Q8CAK1,unknown,unknown
Q8CAQ8,unknown,unknown
Q8CAS9,unknown,unknown
Q8CAY6,unknown,unknown
Q8CBE3,unknown,unknown
Q8CBW3,unknown,unknown
Q8CBY1,unknown,unknown
Q8CBY8,unknown,unknown
Q8CC12,unknown,unknown
Q8CC21,unknown,unknown
Q8CC27,unknown,unknown
Q8CC35,unknown,unknown
Q8CC86,unknown,unknown
Q8CC88,unknown,unknown
Q8CCB4,unknown,unknown
Q8CCF0,NU_2,NU_2
Q8CCJ3,ER_2,ER_2
Q8CCK0;Q9QZQ8,unknown,unknown
Q8CCM6,unknown,unknown
Q8CCN5,unknown,unknown
Q8CCS6,unknown,unknown
Q8CD91,unknown,unknown
Q8CD92,unknown,unknown
Q8CDG3,unknown,unknown
Q8CDN6,unknown,unknown
Q8CEE7,unknown,unknown
Q8CEI1,unknown,unknown
Q8CES0,unknown,unknown
Q8CEZ1,unknown,unknown
Q8CF89,unknown,unknown
Q8CFE4,unknown,unknown
Q8CFE6,unknown,unknown
Q8CFI2,unknown,unknown
Q8CFI5,unknown,unknown
Q8CFI7,unknown,unknown
Q8CFQ3,unknown,unknown
Q8CFV9,unknown,unknown
Q8CFX1,unknown,unknown
Q8CFY5,unknown,unknown
Q8CG03,unknown,unknown
Q8CG14,unknown,unknown
Q8CG72,unknown,unknown
Q8CG76,unknown,unknown
Q8CGA0,unknown,unknown
Q8CGB6,unknown,unknown
Q8CGB9,unknown,unknown
Q8CGC4,unknown,unknown
Q8CGC7,unknown,unknown
Q8CGE8,unknown,unknown
Q8CGF7,unknown,unknown
Q8CGK3,unknown,unknown
Q8CGN5,unknown,unknown
Q8CGU1,unknown,unknown
Q8CGY6,unknown,unknown
Q8CGY8,unknown,unknown
Q8CGZ0,unknown,unknown
Q8CH25,unknown,unknown
Q8CH40,unknown,unknown
Q8CHC4,unknown,unknown
Q8CHG7,unknown,unknown
Q8CHH9,unknown,unknown
Q8CHP5,unknown,unknown
Q8CHP8,unknown,unknown
Q8CHQ0,unknown,unknown
Q8CHR6,unknown,unknown
Q8CHS7,unknown,unknown
Q8CHS8,unknown,unknown
Q8CHT0,MITO_2,MITO_2
Q8CHU3,unknown,unknown
Q8CHW4,unknown,unknown
Q8CHY3,unknown,unknown
Q8CI04,unknown,unknown
Q8CI08,unknown,unknown
Q8CI12,unknown,unknown
Q8CI32,unknown,unknown
Q8CI51,ST_1,ST_1
Q8CI59,unknown,unknown
Q8CI75,unknown,unknown
Q8CI78,unknown,unknown
Q8CI94,unknown,unknown
Q8CI94;Q9ET01;Q9WUB3,unknown,unknown
Q8CI94;Q9WUB3,unknown,unknown
Q8CI95,unknown,unknown
Q8CIB5,CP_1,CP_1
Q8CIE6,unknown,unknown
Q8CIF4,unknown,unknown
Q8CIG8,unknown,unknown
Q8CIH5,unknown,unknown
Q8CIH9,unknown,unknown
Q8CII2,unknown,unknown
Q8CIM3,unknown,unknown
Q8CIN4,CP_1,CP_1
Q8CIV8,unknown,unknown
Q8CIW6,unknown,unknown
Q8CIZ8,unknown,unknown
Q8CJ53,unknown,unknown
Q8CJG0,unknown,unknown
Q8JZK9,unknown,unknown
Q8JZL3,unknown,unknown
Q8JZM0,unknown,unknown
Q8JZN5,unknown,unknown
Q8JZN7,unknown,unknown
Q8JZQ2,unknown,unknown
Q8JZQ2;Q920A7,unknown,unknown
Q8JZQ9,unknown,unknown
Q8JZR4,unknown,unknown
Q8JZS9,unknown,unknown
Q8JZU0,unknown,unknown
Q8JZU2,unknown,unknown
Q8JZV7,unknown,unknown
Q8JZY2,unknown,unknown
Q8K009,unknown,unknown
Q8K009;Q8R0Y6,unknown,unknown
Q8K010,unknown,unknown
Q8K013,unknown,unknown
Q8K019,unknown,unknown
Q8K021,GE_1,GE_1
Q8K094,unknown,unknown
Q8K0B2,unknown,unknown
Q8K0C8,unknown,unknown
Q8K0C9,unknown,unknown
Q8K0D0,unknown,unknown
Q8K0D2,unknown,unknown
Q8K0D5,MITO_2,MITO_2
Q8K0E8,unknown,unknown
Q8K0G5,unknown,unknown
Q8K0L0,unknown,unknown
Q8K0P3,unknown,unknown
Q8K0Q5,unknown,unknown
Q8K0S0,unknown,unknown
Q8K0U4,unknown,unknown
Q8K0U4;Q9CZJ2,unknown,unknown
Q8K0Z7,unknown,unknown
Q8K124,unknown,unknown
Q8K157,CYTO_1,CYTO_1
Q8K182,unknown,unknown
Q8K183,unknown,unknown
Q8K199,unknown,unknown
Q8K1A5,unknown,unknown
Q8K1B8,unknown,unknown
Q8K1E0,unknown,unknown
Q8K1E6,unknown,unknown
Q8K1H7,unknown,unknown
Q8K1I3,unknown,unknown
Q8K1J6,MITO_2,MITO_2
Q8K1L5,unknown,unknown
Q8K1M6,unknown,unknown
Q8K1N1,unknown,unknown
Q8K1R3,unknown,unknown
Q8K1R7,unknown,unknown
Q8K1X1,unknown,unknown
Q8K1Z0,unknown,unknown
Q8K212,unknown,unknown
Q8K215,unknown,unknown
Q8K221,unknown,unknown
Q8K268,unknown,unknown
Q8K273,unknown,unknown
Q8K274,unknown,unknown
